Heal_UID,Day,Disease Healed,Sector
8792,1043,Disquietingly Serene Bowel Syndrome,7
8793,1043,The Shivers,6
8794,1044,Chucklepox,7
8795,1044,Chucklepox,7
8796,1044,Scramblepox,8
8797,1044,Chucklepox,10
8798,1045,Smokesickness,8
8799,1045,Smokesickness,8
8800,1045,Disquietingly Serene Bowel Syndrome,4
8801,1045,Chucklepox,9
8802,1045,The Shivers,4
8803,1046,Scramblepox,12
8804,1046,Smokesickness,10
8805,1046,Smokesickness,10
8806,1046,Smokesickness,10
8807,1046,Smokesickness,10
8808,1046,Smokesickness,10
8809,1046,Smokesickness,10
8810,1046,Smokesickness,10
8811,1046,Disquietingly Serene Bowel Syndrome,8
8812,1046,Disquietingly Serene Bowel Syndrome,8
8813,1046,Disquietingly Serene Bowel Syndrome,7
8814,1046,Chucklepox,12
8815,1047,Disquietingly Serene Bowel Syndrome,4
8816,1047,Chucklepox,6
8817,1047,Scraped Knee,5
8818,1047,Scraped Knee,5
8819,1047,The Shivers,6
8820,1048,Rumblepox,9
8821,1048,Babblepox,9
8822,1048,Chucklepox,9
8823,1048,Gurglepox,9
8824,1048,Bumblepox,2
8825,1048,Smokesickness,8
8826,1048,Smokesickness,8
8827,1048,Smokesickness,8
8828,1048,Disquietingly Serene Bowel Syndrome,8
8829,1048,Disquietingly Serene Bowel Syndrome,11
8830,1048,Disquietingly Serene Bowel Syndrome,5
8831,1048,The Shivers,5
8832,1049,Gurglepox,1
8833,1049,Bumblepox,1
8834,1049,Smokesickness,10
8835,1049,Smokesickness,10
8836,1049,Smokesickness,10
8837,1049,Smokesickness,10
8838,1049,Disquietingly Serene Bowel Syndrome,1
8839,1049,Disquietingly Serene Bowel Syndrome,2
8840,1049,Disquietingly Serene Bowel Syndrome,5
8841,1049,Disquietingly Serene Bowel Syndrome,10
8842,1049,Disquietingly Serene Bowel Syndrome,7
8843,1049,Disquietingly Serene Bowel Syndrome,9
8844,1049,Disquietingly Serene Bowel Syndrome,10
8845,1049,The Shivers,9
8846,1050,Scramblepox,2
8847,1050,Smokesickness,10
8848,1050,Smokesickness,10
8849,1050,Disquietingly Serene Bowel Syndrome,3
8850,1050,Disquietingly Serene Bowel Syndrome,3
8851,1050,The Shivers,12
8852,1051,Bumblepox,3
8853,1051,Smokesickness,11
8854,1051,Disquietingly Serene Bowel Syndrome,5
8855,1051,Disquietingly Serene Bowel Syndrome,7
8856,1051,The Shivers,6
8857,1052,Scramblepox,6
8858,1052,Smokesickness,8
8859,1052,Smokesickness,8
8860,1052,Smokesickness,8
8861,1052,Smokesickness,8
8862,1052,Smokesickness,8
8863,1052,Smokesickness,8
8864,1052,Disquietingly Serene Bowel Syndrome,12
8865,1052,Disquietingly Serene Bowel Syndrome,4
8866,1052,Disquietingly Serene Bowel Syndrome,1
8867,1052,Disquietingly Serene Bowel Syndrome,11
8868,1052,Disquietingly Serene Bowel Syndrome,11
8869,1052,The Shivers,12
8870,1053,Disquietingly Serene Bowel Syndrome,8
8871,1053,Disquietingly Serene Bowel Syndrome,7
8872,1053,Disquietingly Serene Bowel Syndrome,11
8873,1053,Disquietingly Serene Bowel Syndrome,9
8874,1053,Disquietingly Serene Bowel Syndrome,2
8875,1053,Disquietingly Serene Bowel Syndrome,3
8876,1053,Chucklepox,5
8877,1053,The Shivers,9
8878,1054,Smokesickness,4
8879,1054,Smokesickness,4
8880,1054,Smokesickness,4
8881,1054,Disquietingly Serene Bowel Syndrome,8
8882,1054,Disquietingly Serene Bowel Syndrome,8
8883,1054,Scraped Knee,12
8884,1054,Scraped Knee,12
8885,1054,Scraped Elbow,12
8886,1054,Scraped Knee,12
8887,1054,Scraped Knee,12
8888,1054,Scraped Knee,12
8889,1054,Scraped Knee,12
8890,1054,Scraped Knee,12
8891,1054,The Shivers,12
8892,1055,Babblepox,5
8893,1055,Chucklepox,5
8894,1055,Smokesickness,11
8895,1055,Smokesickness,11
8896,1055,The Shivers,7
8897,1056,Scramblepox,10
8898,1056,Smokesickness,10
8899,1056,Smokesickness,10
8900,1056,Smokesickness,10
8901,1056,Disquietingly Serene Bowel Syndrome,8
8902,1056,Disquietingly Serene Bowel Syndrome,8
8903,1056,Disquietingly Serene Bowel Syndrome,8
8904,1056,Chucklepox,9
8905,1056,The Shivers,8
8906,1057,Rumblepox,6
8907,1057,Rumblepox,6
8908,1057,Rumblepox,6
8909,1057,Rumblepox,6
8910,1057,Rumblepox,6
8911,1057,Rumblepox,6
8912,1057,Disquietingly Serene Bowel Syndrome,11
8913,1057,Chucklepox,2
8914,1057,The Shivers,11
8915,1058,Gurglepox,7
8916,1058,Smokesickness,11
8917,1058,Disquietingly Serene Bowel Syndrome,8
8918,1058,Disquietingly Serene Bowel Syndrome,8
8919,1058,Disquietingly Serene Bowel Syndrome,8
8920,1058,The Shivers,6
8921,1059,Bumblepox,1
8922,1059,Chucklepox,1
8923,1059,Chucklepox,1
8924,1059,Bumblepox,1
8925,1059,Smokesickness,6
8926,1059,Disquietingly Serene Bowel Syndrome,6
8927,1059,Disquietingly Serene Bowel Syndrome,4
8928,1059,Disquietingly Serene Bowel Syndrome,7
8929,1059,Disquietingly Serene Bowel Syndrome,8
8930,1059,The Shivers,12
8931,1060,Smokesickness,11
8932,1060,Smokesickness,11
8933,1060,Disquietingly Serene Bowel Syndrome,10
8934,1060,Disquietingly Serene Bowel Syndrome,5
8935,1060,The Shivers,6
8936,1061,Scramblepox,1
8937,1061,Smokesickness,8
8938,1061,Smokesickness,8
8939,1061,Smokesickness,8
8940,1061,Smokesickness,8
8941,1061,Smokesickness,8
8942,1061,Disquietingly Serene Bowel Syndrome,2
8943,1061,Disquietingly Serene Bowel Syndrome,8
8944,1061,Disquietingly Serene Bowel Syndrome,8
8945,1061,Disquietingly Serene Bowel Syndrome,1
8946,1061,Disquietingly Serene Bowel Syndrome,11
8947,1061,Disquietingly Serene Bowel Syndrome,1
8948,1062,Rumblepox,7
8949,1062,Rumblepox,7
8950,1062,Rumblepox,7
8951,1062,Rumblepox,7
8952,1062,Rumblepox,7
8953,1062,Gurglepox,4
8954,1062,Chucklepox,4
8955,1062,Smokesickness,6
8956,1062,Disquietingly Serene Bowel Syndrome,9
8957,1062,Disquietingly Serene Bowel Syndrome,4
8958,1062,Disquietingly Serene Bowel Syndrome,3
8959,1062,Disquietingly Serene Bowel Syndrome,8
8960,1062,Disquietingly Serene Bowel Syndrome,8
8961,1063,Scramblepox,3
8962,1063,Disquietingly Serene Bowel Syndrome,9
8963,1063,Disquietingly Serene Bowel Syndrome,9
8964,1063,The Shivers,6
8965,1064,Bumblepox,6
8966,1064,Smokesickness,5
8967,1064,Smokesickness,5
8968,1064,Smokesickness,5
8969,1064,Smokesickness,5
8970,1064,The Shivers,6
8971,1065,Scramblepox,5
8972,1065,Smokesickness,6
8973,1065,Smokesickness,6
8974,1065,Disquietingly Serene Bowel Syndrome,4
8975,1065,Disquietingly Serene Bowel Syndrome,5
8976,1065,Disquietingly Serene Bowel Syndrome,3
8977,1065,Disquietingly Serene Bowel Syndrome,2
8978,1065,Disquietingly Serene Bowel Syndrome,4
8979,1065,Disquietingly Serene Bowel Syndrome,3
8980,1065,The Shivers,8
8981,1066,Babblepox,1
8982,1066,Babblepox,1
8983,1066,Mildly But Persistently Itchy Throat,11
8984,1066,Scramblepox,8
8985,1066,Smokesickness,8
8986,1066,Smokesickness,8
8987,1066,Smokesickness,8
8988,1066,Smokesickness,8
8989,1066,Smokesickness,8
8990,1066,Smokesickness,8
8991,1066,Smokesickness,8
8992,1066,Disquietingly Serene Bowel Syndrome,1
8993,1066,Chucklepox,5
8994,1066,The Shivers,3
8995,1067,Scramblepox,9
8996,1067,Smokesickness,8
8997,1067,Smokesickness,8
8998,1067,Disquietingly Serene Bowel Syndrome,8
8999,1067,Disquietingly Serene Bowel Syndrome,6
9000,1067,Disquietingly Serene Bowel Syndrome,2
9001,1067,Disquietingly Serene Bowel Syndrome,2
9002,1067,Disquietingly Serene Bowel Syndrome,5
9003,1067,The Shivers,4
9004,1068,Rumblepox,4
9005,1068,Bumblepox,4
9006,1068,Smokesickness,4
9007,1068,Smokesickness,4
9008,1068,Smokesickness,4
9009,1068,Disquietingly Serene Bowel Syndrome,5
9010,1068,Disquietingly Serene Bowel Syndrome,8
9011,1068,Disquietingly Serene Bowel Syndrome,4
9012,1068,Disquietingly Serene Bowel Syndrome,11
9013,1068,Disquietingly Serene Bowel Syndrome,5
9014,1068,Chucklepox,10
9015,1069,Bumblepox,4
9016,1069,Chucklepox,4
9017,1069,Scramblepox,11
9018,1069,Disquietingly Serene Bowel Syndrome,4
9019,1069,Disquietingly Serene Bowel Syndrome,5
9020,1069,Disquietingly Serene Bowel Syndrome,8
9021,1069,Disquietingly Serene Bowel Syndrome,6
9022,1069,Disquietingly Serene Bowel Syndrome,5
9023,1069,Disquietingly Serene Bowel Syndrome,9
9024,1069,Disquietingly Serene Bowel Syndrome,7
9025,1069,Scraped Knee,7
9026,1069,Scraped Knee,7
9027,1069,The Shivers,4
9028,1070,Rumblepox,5
9029,1070,Rumblepox,5
9030,1070,Rumblepox,5
9031,1070,Rumblepox,5
9032,1070,Rumblepox,5
9033,1070,Rumblepox,5
9034,1070,Rumblepox,1
9035,1070,Smokesickness,9
9036,1070,Smokesickness,9
9037,1070,Disquietingly Serene Bowel Syndrome,9
9038,1070,Disquietingly Serene Bowel Syndrome,9
9039,1070,The Shivers,12
9040,1071,Scramblepox,4
9041,1071,Scramblepox,1
9042,1071,Smokesickness,7
9043,1071,Smokesickness,7
9044,1071,Smokesickness,7
9045,1071,Smokesickness,7
9046,1071,Smokesickness,7
9047,1071,Disquietingly Serene Bowel Syndrome,1
9048,1071,Disquietingly Serene Bowel Syndrome,2
9049,1071,Disquietingly Serene Bowel Syndrome,1
9050,1072,Disquietingly Serene Bowel Syndrome,7
9051,1072,Disquietingly Serene Bowel Syndrome,12
9052,1072,Disquietingly Serene Bowel Syndrome,4
9053,1072,Disquietingly Serene Bowel Syndrome,2
9054,1072,Disquietingly Serene Bowel Syndrome,6
9055,1072,Disquietingly Serene Bowel Syndrome,2
9056,1072,The Shivers,3
9057,1073,Scramblepox,3
9058,1073,Disquietingly Serene Bowel Syndrome,5
9059,1073,Disquietingly Serene Bowel Syndrome,8
9060,1073,Disquietingly Serene Bowel Syndrome,2
9061,1073,Disquietingly Serene Bowel Syndrome,8
9062,1073,Disquietingly Serene Bowel Syndrome,3
9063,1073,Disquietingly Serene Bowel Syndrome,5
9064,1073,Disquietingly Serene Bowel Syndrome,6
9065,1073,Disquietingly Serene Bowel Syndrome,10
9066,1074,Babblepox,9
9067,1074,Smokesickness,4
9068,1074,Smokesickness,4
9069,1074,Disquietingly Serene Bowel Syndrome,6
9070,1074,Disquietingly Serene Bowel Syndrome,3
9071,1074,Disquietingly Serene Bowel Syndrome,7
9072,1074,Disquietingly Serene Bowel Syndrome,5
9073,1074,Disquietingly Serene Bowel Syndrome,6
9074,1074,Disquietingly Serene Bowel Syndrome,2
9075,1075,Bumblepox,5
9076,1075,Problems Disorder,6
9077,1075,Problems Disorder,6
9078,1075,Problems Disorder,6
9079,1075,Disease Syndrome,6
9080,1075,Disease Syndrome,6
9081,1075,Parachondria,6
9082,1075,Parachondria,6
9083,1075,Disease Syndrome,6
9084,1075,Parachondria,6
9085,1075,Parachondria,6
9086,1075,Disease Syndrome,6
9087,1075,Problems Disorder,6
9088,1075,Problems Disorder,6
9089,1075,Problems Disorder,6
9090,1075,Problems Disorder,6
9091,1075,Smokesickness,6
9092,1075,Smokesickness,6
9093,1075,Scraped Knee,1
9094,1075,Scraped Knee,1
9095,1075,Scraped Knee,1
9096,1075,The Shivers,10
9097,1076,Scramblepox,4
9098,1076,Smokesickness,8
9099,1076,Disquietingly Serene Bowel Syndrome,9
9100,1076,Disquietingly Serene Bowel Syndrome,9
9101,1076,The Shivers,5
9102,1077,Scramblepox,3
9103,1077,Chucklepox,3
9104,1077,Chucklepox,3
9105,1077,Babblepox,3
9106,1077,Bumblepox,7
9107,1077,Smokesickness,10
9108,1077,Smokesickness,10
9109,1077,Smokesickness,10
9110,1077,Smokesickness,10
9111,1077,Disquietingly Serene Bowel Syndrome,4
9112,1077,The Shivers,12
9113,1078,Rumblepox,2
9114,1078,Mildly But Persistently Itchy Throat,4
9115,1078,Disquietingly Serene Bowel Syndrome,5
9116,1078,Disquietingly Serene Bowel Syndrome,2
9117,1078,Disquietingly Serene Bowel Syndrome,5
9118,1078,The Shivers,12
9119,1079,Babblepox,5
9120,1079,Scramblepox,9
9121,1079,Smokesickness,7
9122,1079,Smokesickness,7
9123,1079,Smokesickness,7
9124,1079,Disquietingly Serene Bowel Syndrome,2
9125,1079,Disquietingly Serene Bowel Syndrome,11
9126,1079,Chucklepox,10
9127,1079,The Shivers,12
9128,1080,Scramblepox,10
9129,1080,Smokesickness,11
9130,1080,Disquietingly Serene Bowel Syndrome,4
9131,1081,Babblepox,5
9132,1081,Gurglepox,5
9133,1081,Chucklepox,5
9134,1081,Bumblepox,9
9135,1081,Smokesickness,9
9136,1081,Smokesickness,9
9137,1081,Smokesickness,9
9138,1081,Smokesickness,9
9139,1081,Smokesickness,9
9140,1081,Disquietingly Serene Bowel Syndrome,7
9141,1081,Disquietingly Serene Bowel Syndrome,6
9142,1081,Disquietingly Serene Bowel Syndrome,6
9143,1081,Disquietingly Serene Bowel Syndrome,5
9144,1081,Disquietingly Serene Bowel Syndrome,10
9145,1081,Disquietingly Serene Bowel Syndrome,7
9146,1081,Disquietingly Serene Bowel Syndrome,9
9147,1081,Disquietingly Serene Bowel Syndrome,3
9148,1081,The Shivers,1
9149,1082,Rumblepox,5
9150,1082,Rumblepox,5
9151,1082,Rumblepox,5
9152,1082,Bumblepox,12
9153,1082,Disquietingly Serene Bowel Syndrome,8
9154,1082,Disquietingly Serene Bowel Syndrome,3
9155,1082,Disquietingly Serene Bowel Syndrome,5
9156,1082,Disquietingly Serene Bowel Syndrome,7
9157,1082,Disquietingly Serene Bowel Syndrome,2
9158,1082,The Shivers,12
9159,1083,Smokesickness,11
9160,1083,Smokesickness,11
9161,1083,Smokesickness,11
9162,1083,Smokesickness,11
9163,1083,Smokesickness,11
9164,1083,Smokesickness,11
9165,1083,Disquietingly Serene Bowel Syndrome,5
9166,1083,Disquietingly Serene Bowel Syndrome,4
9167,1083,Disquietingly Serene Bowel Syndrome,2
9168,1083,The Shivers,6
9169,1084,Scramblepox,12
9170,1084,Smokesickness,10
9171,1084,Smokesickness,10
9172,1084,Smokesickness,10
9173,1084,Smokesickness,10
9174,1084,Smokesickness,10
9175,1084,Disquietingly Serene Bowel Syndrome,3
9176,1084,Disquietingly Serene Bowel Syndrome,6
9177,1084,Disquietingly Serene Bowel Syndrome,6
9178,1084,Disquietingly Serene Bowel Syndrome,10
9179,1084,Disquietingly Serene Bowel Syndrome,11
9180,1084,Disquietingly Serene Bowel Syndrome,10
9181,1084,Disquietingly Serene Bowel Syndrome,7
9182,1084,Disquietingly Serene Bowel Syndrome,3
9183,1085,Gurglepox,12
9184,1085,Scramblepox,3
9185,1085,Smokesickness,5
9186,1085,Disquietingly Serene Bowel Syndrome,9
9187,1085,Disquietingly Serene Bowel Syndrome,9
9188,1085,The Shivers,3
9189,1086,Bumblepox,2
9190,1086,Smokesickness,6
9191,1086,Smokesickness,6
9192,1086,Smokesickness,6
9193,1086,Smokesickness,6
9194,1086,Smokesickness,6
9195,1086,Smokesickness,6
9196,1086,Smokesickness,6
9197,1086,Disquietingly Serene Bowel Syndrome,8
9198,1086,Disquietingly Serene Bowel Syndrome,4
9199,1086,Disquietingly Serene Bowel Syndrome,9
9200,1086,Disquietingly Serene Bowel Syndrome,8
9201,1086,Disquietingly Serene Bowel Syndrome,7
9202,1086,Disquietingly Serene Bowel Syndrome,6
9203,1086,Disquietingly Serene Bowel Syndrome,8
9204,1086,Disquietingly Serene Bowel Syndrome,6
9205,1086,Chucklepox,12
9206,1086,Scraped Knee,5
9207,1086,Scraped Elbow,5
9208,1086,The Shivers,6
9209,1087,Scramblepox,5
9210,1087,Smokesickness,11
9211,1087,Smokesickness,11
9212,1087,Disquietingly Serene Bowel Syndrome,8
9213,1087,Disquietingly Serene Bowel Syndrome,4
9214,1087,Disquietingly Serene Bowel Syndrome,7
9215,1087,Disquietingly Serene Bowel Syndrome,5
9216,1087,Chucklepox,11
9217,1087,The Shivers,6
9218,1088,Smokesickness,10
9219,1088,Disquietingly Serene Bowel Syndrome,7
9220,1088,Disquietingly Serene Bowel Syndrome,7
9221,1088,Disquietingly Serene Bowel Syndrome,2
9222,1088,Disquietingly Serene Bowel Syndrome,2
9223,1088,Disquietingly Serene Bowel Syndrome,2
9224,1088,Chucklepox,12
9225,1088,The Shivers,1
9226,1089,Scramblepox,7
9227,1089,Smokesickness,11
9228,1089,Disquietingly Serene Bowel Syndrome,11
9229,1089,Disquietingly Serene Bowel Syndrome,9
9230,1089,Disquietingly Serene Bowel Syndrome,2
9231,1089,Disquietingly Serene Bowel Syndrome,7
9232,1089,Disquietingly Serene Bowel Syndrome,2
9233,1089,Disquietingly Serene Bowel Syndrome,6
9234,1090,Scramblepox,8
9235,1090,Parachondria,9
9236,1090,Problems Disorder,9
9237,1090,Problems Disorder,9
9238,1090,Disease Syndrome,9
9239,1090,Parachondria,9
9240,1090,Problems Disorder,9
9241,1090,Disease Syndrome,9
9242,1090,Parachondria,9
9243,1090,Problems Disorder,9
9244,1090,Disease Syndrome,9
9245,1090,Problems Disorder,9
9246,1090,Parachondria,9
9247,1090,Problems Disorder,9
9248,1090,Disease Syndrome,9
9249,1090,Parachondria,9
9250,1090,Problems Disorder,9
9251,1090,Smokesickness,11
9252,1090,Smokesickness,11
9253,1090,Smokesickness,11
9254,1090,Disquietingly Serene Bowel Syndrome,7
9255,1090,Scraped Knee,6
9256,1090,The Shivers,5
9257,1091,Bumblepox,5
9258,1091,Scramblepox,7
9259,1091,Smokesickness,9
9260,1091,Disquietingly Serene Bowel Syndrome,4
9261,1091,Disquietingly Serene Bowel Syndrome,1
9262,1091,Disquietingly Serene Bowel Syndrome,1
9263,1091,Disquietingly Serene Bowel Syndrome,8
9264,1091,Disquietingly Serene Bowel Syndrome,7
9265,1091,Scraped Knee,4
9266,1091,Scraped Knee,4
9267,1091,Scraped Elbow,4
9268,1091,The Shivers,12
9269,1092,Chucklepox,4
9270,1092,Rumblepox,4
9271,1092,Chucklepox,4
9272,1092,Bumblepox,10
9273,1092,Disquietingly Serene Bowel Syndrome,4
9274,1092,The Shivers,6
9275,1093,Chucklepox,3
9276,1093,Chucklepox,3
9277,1093,Scramblepox,11
9278,1093,Smokesickness,3
9279,1093,Smokesickness,3
9280,1093,The Shivers,6
9281,1094,Chucklepox,6
9282,1094,Gurglepox,6
9283,1094,Smokesickness,11
9284,1094,Disquietingly Serene Bowel Syndrome,2
9285,1094,Disquietingly Serene Bowel Syndrome,3
9286,1094,Disquietingly Serene Bowel Syndrome,5
9287,1094,The Shivers,6
9288,1095,Smokesickness,2
9289,1095,Disquietingly Serene Bowel Syndrome,8
9290,1095,Disquietingly Serene Bowel Syndrome,4
9291,1095,Disquietingly Serene Bowel Syndrome,5
9292,1095,Disquietingly Serene Bowel Syndrome,1
9293,1095,Disquietingly Serene Bowel Syndrome,3
9294,1095,The Shivers,6
9295,1096,Scramblepox,2
9296,1096,Smokesickness,6
9297,1096,Smokesickness,6
9298,1096,Smokesickness,6
9299,1096,Smokesickness,6
9300,1096,Disquietingly Serene Bowel Syndrome,9
9301,1096,Disquietingly Serene Bowel Syndrome,10
9302,1096,Disquietingly Serene Bowel Syndrome,2
9303,1096,The Shivers,6
9304,1097,Gurglepox,10
9305,1097,Smokesickness,8
9306,1097,Smokesickness,8
9307,1097,Smokesickness,8
9308,1097,Smokesickness,8
9309,1097,Smokesickness,8
9310,1097,Smokesickness,8
9311,1097,Disquietingly Serene Bowel Syndrome,11
9312,1097,Disquietingly Serene Bowel Syndrome,11
9313,1097,Disquietingly Serene Bowel Syndrome,11
9314,1097,The Shivers,2
9315,1098,Rumblepox,10
9316,1098,Rumblepox,10
9317,1098,Rumblepox,10
9318,1098,Rumblepox,10
9319,1098,Rumblepox,10
9320,1098,Rumblepox,10
9321,1098,Rumblepox,10
9322,1098,Bumblepox,4
9323,1098,Problems Disorder,10
9324,1098,Parachondria,10
9325,1098,Problems Disorder,10
9326,1098,Disease Syndrome,10
9327,1098,Disease Syndrome,10
9328,1098,Problems Disorder,10
9329,1098,Problems Disorder,10
9330,1098,Disease Syndrome,10
9331,1098,Problems Disorder,10
9332,1098,Parachondria,10
9333,1098,Disease Syndrome,10
9334,1098,Problems Disorder,10
9335,1098,Smokesickness,10
9336,1098,Smokesickness,10
9337,1098,Smokesickness,10
9338,1098,Smokesickness,10
9339,1098,Smokesickness,10
9340,1098,Smokesickness,10
9341,1098,Smokesickness,10
9342,1098,Disquietingly Serene Bowel Syndrome,6
9343,1098,Disquietingly Serene Bowel Syndrome,8
9344,1098,Disquietingly Serene Bowel Syndrome,6
9345,1098,Disquietingly Serene Bowel Syndrome,9
9346,1098,Chucklepox,11
9347,1099,Scramblepox,5
9348,1099,Problems Disorder,8
9349,1099,Problems Disorder,8
9350,1099,Problems Disorder,8
9351,1099,Problems Disorder,8
9352,1099,Problems Disorder,8
9353,1099,Problems Disorder,8
9354,1099,Problems Disorder,8
9355,1099,Problems Disorder,8
9356,1099,Parachondria,8
9357,1099,Problems Disorder,8
9358,1099,Smokesickness,11
9359,1099,The Shivers,8
9360,1100,Scramblepox,6
9361,1100,Smokesickness,10
9362,1100,Smokesickness,10
9363,1100,Disquietingly Serene Bowel Syndrome,1
9364,1100,The Shivers,6
9365,1101,Scramblepox,7
9366,1101,Smokesickness,8
9367,1101,Smokesickness,8
9368,1101,Smokesickness,8
9369,1101,Smokesickness,8
9370,1101,Disquietingly Serene Bowel Syndrome,8
9371,1101,Disquietingly Serene Bowel Syndrome,5
9372,1101,Disquietingly Serene Bowel Syndrome,4
9373,1101,Disquietingly Serene Bowel Syndrome,8
9374,1101,Disquietingly Serene Bowel Syndrome,8
9375,1101,Disquietingly Serene Bowel Syndrome,6
9376,1101,The Shivers,6
9377,1102,Chucklepox,5
9378,1102,Chucklepox,5
9379,1102,Chucklepox,5
9380,1102,Smokesickness,7
9381,1102,Smokesickness,7
9382,1102,Smokesickness,7
9383,1102,Smokesickness,7
9384,1102,Smokesickness,7
9385,1102,Smokesickness,7
9386,1102,Disquietingly Serene Bowel Syndrome,5
9387,1102,Disquietingly Serene Bowel Syndrome,3
9388,1102,Disquietingly Serene Bowel Syndrome,3
9389,1102,Disquietingly Serene Bowel Syndrome,2
9390,1102,Disquietingly Serene Bowel Syndrome,2
9391,1102,Disquietingly Serene Bowel Syndrome,10
9392,1102,Disquietingly Serene Bowel Syndrome,8
9393,1102,Disquietingly Serene Bowel Syndrome,11
9394,1103,Chucklepox,3
9395,1103,Chucklepox,3
9396,1103,Chucklepox,3
9397,1103,Mildly But Persistently Itchy Throat,4
9398,1103,Disquietingly Serene Bowel Syndrome,2
9399,1103,Disquietingly Serene Bowel Syndrome,5
9400,1103,Disquietingly Serene Bowel Syndrome,2
9401,1103,Disquietingly Serene Bowel Syndrome,8
9402,1103,Chucklepox,6
9403,1103,The Shivers,6
9404,1104,Smokesickness,9
9405,1104,Disquietingly Serene Bowel Syndrome,11
9406,1104,The Shivers,6
9407,1105,Rumblepox,3
9408,1105,Rumblepox,3
9409,1105,Rumblepox,3
9410,1105,Rumblepox,3
9411,1105,Rumblepox,3
9412,1105,Gurglepox,3
9413,1105,Gurglepox,6
9414,1105,Smokesickness,9
9415,1105,Smokesickness,9
9416,1105,Disquietingly Serene Bowel Syndrome,10
9417,1105,Disquietingly Serene Bowel Syndrome,11
9418,1105,The Shivers,11
9419,1106,Scramblepox,12
9420,1106,Disquietingly Serene Bowel Syndrome,9
9421,1106,Disquietingly Serene Bowel Syndrome,9
9422,1106,Disquietingly Serene Bowel Syndrome,9
9423,1106,Chucklepox,1
9424,1106,Scraped Knee,3
9425,1106,Scraped Knee,3
9426,1106,Scraped Elbow,3
9427,1106,The Shivers,1
9428,1107,Chucklepox,9
9429,1107,Chucklepox,9
9430,1107,Chucklepox,9
9431,1107,The Shivers,1
9432,1108,Chucklepox,4
9433,1108,Rumblepox,4
9434,1108,Scramblepox,2
9435,1108,Smokesickness,9
9436,1108,Smokesickness,9
9437,1108,Smokesickness,9
9438,1108,Smokesickness,9
9439,1108,Smokesickness,9
9440,1108,Smokesickness,9
9441,1108,Smokesickness,9
9442,1108,Disquietingly Serene Bowel Syndrome,10
9443,1108,Disquietingly Serene Bowel Syndrome,2
9444,1108,Disquietingly Serene Bowel Syndrome,3
9445,1108,Disquietingly Serene Bowel Syndrome,10
9446,1108,Disquietingly Serene Bowel Syndrome,5
9447,1108,The Shivers,12
9448,1109,Smokesickness,10
9449,1109,Smokesickness,10
9450,1109,Chucklepox,6
9451,1109,Scraped Knee,9
9452,1109,Scraped Knee,9
9453,1109,The Shivers,6
9454,1110,Scramblepox,4
9455,1110,Smokesickness,7
9456,1110,Smokesickness,7
9457,1110,Smokesickness,7
9458,1110,Smokesickness,7
9459,1110,Smokesickness,7
9460,1110,Smokesickness,7
9461,1110,Smokesickness,7
9462,1110,Disquietingly Serene Bowel Syndrome,9
9463,1110,Chucklepox,4
9464,1110,Scraped Elbow,3
9465,1110,Scraped Elbow,3
9466,1110,Scraped Knee,3
9467,1111,Scramblepox,1
9468,1111,Scramblepox,1
9469,1111,Bumblepox,3
9470,1111,Smokesickness,4
9471,1111,Smokesickness,4
9472,1111,Smokesickness,4
9473,1111,Smokesickness,4
9474,1111,Disquietingly Serene Bowel Syndrome,3
9475,1111,Disquietingly Serene Bowel Syndrome,7
9476,1111,Disquietingly Serene Bowel Syndrome,4
9477,1111,Disquietingly Serene Bowel Syndrome,6
9478,1111,Disquietingly Serene Bowel Syndrome,1
9479,1111,Disquietingly Serene Bowel Syndrome,7
9480,1112,Bumblepox,6
9481,1112,Disquietingly Serene Bowel Syndrome,8
9482,1112,Disquietingly Serene Bowel Syndrome,6
9483,1112,Disquietingly Serene Bowel Syndrome,11
9484,1112,Disquietingly Serene Bowel Syndrome,1
9485,1112,Disquietingly Serene Bowel Syndrome,6
9486,1112,Chucklepox,7
9487,1113,Gurglepox,5
9488,1113,Rumblepox,5
9489,1113,Mildly But Persistently Itchy Throat,7
9490,1113,Smokesickness,10
9491,1113,Smokesickness,10
9492,1113,Smokesickness,10
9493,1113,Disquietingly Serene Bowel Syndrome,8
9494,1113,Disquietingly Serene Bowel Syndrome,5
9495,1113,Disquietingly Serene Bowel Syndrome,8
9496,1113,Disquietingly Serene Bowel Syndrome,11
9497,1113,Disquietingly Serene Bowel Syndrome,3
9498,1113,The Shivers,5
9499,1114,Babblepox,3
9500,1114,Chucklepox,3
9501,1114,Scramblepox,3
9502,1114,Scramblepox,6
9503,1114,Disquietingly Serene Bowel Syndrome,7
9504,1114,Disquietingly Serene Bowel Syndrome,8
9505,1114,Disquietingly Serene Bowel Syndrome,12
9506,1114,The Shivers,6
9507,1115,Smokesickness,9
9508,1115,Smokesickness,9
9509,1115,Smokesickness,9
9510,1115,Disquietingly Serene Bowel Syndrome,6
9511,1115,The Shivers,12
9512,1116,Scramblepox,10
9513,1116,Smokesickness,11
9514,1116,Disquietingly Serene Bowel Syndrome,8
9515,1116,The Shivers,6
9516,1117,Scramblepox,11
9517,1117,Smokesickness,5
9518,1117,Smokesickness,5
9519,1117,Disquietingly Serene Bowel Syndrome,9
9520,1117,Disquietingly Serene Bowel Syndrome,9
9521,1117,Disquietingly Serene Bowel Syndrome,9
9522,1117,Chucklepox,9
